kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TAMAN NIRWANA	1985	1259	485	210	31	11	20	1267	3	485	230	1261	1	2		485	236
2	ANGSANA HILIR	2299	1923	243	53	80	13	67	1934	2	243	120	1924	6	2	1	243	123
3	KAMPUNG PANDAN DALAM KIRI	3396	3166	26	23	180	1	179	3162	5	26	202	3166				26	203
4	LORONG RAYA KAMPUNG PANDAN	1003	922	3	18	60	1	59	921	2	3	77	922				3	78
5	PANDAN JAYA UTARA	3312	1511	1251	505	45	15	30	1517	9	1251	535	1511	3			1251	547
6	TAMAN CHEMPAKA	2983	2145	673	125	40	10	30	2143	12	673	155	2149	5	1		673	155
7	PANDAN INDAH JALAN 1, 4 DAN 6	7416	2586	4169	518	143	65	78	2631	20	4169	596	2595	6	4	1	4169	641
8	LORONG MOLEK KAMPUNG PANDAN	1523	1446	13	11	53	2	51	1445	3	13	62	1447				13	63
9	LORONG BERSIH KAMPUNG PANDAN	1714	1466	115	35	98	7	91	1467	6	115	126	1466	1		2	115	130
10	PANDAN JAYA SELATAN	5150	2016	2195	792	146	74	72	2072	18	2195	864	2019	1	2	1	2195	931
11	TAMAN BAKTI	1510	1051	376	58	25	5	20	1056		376	78	1051				376	83
12	PANDAN INDAH JALAN 2 & 3	3597	2075	1130	223	169	85	84	2142	18	1130	307	2080	4	8	1	1130	374
13	AMPANG HILIR	4169	2812	921	218	218	98	120	2820	90	921	338	2822	25	14	5	921	382
14	CHERAS INDAH	2814	1350	1226	207	31	19	12	1365	4	1226	219	1350		1		1226	237
15	TAMAN MAJU JAYA	1555	667	779	101	8	3	5	667	3	779	106	667		2		779	107
16	TAMAN KENCHANA	1412	722	557	114	19	10	9	729	3	557	123	722	1			557	132
17	KAMPUNG CHERAS BAHARU TIMUR	2437	2285	47	33	72	8	64	2285	8	47	97	2285	1	1		47	103
18	DESA NIRWANA	788	612	105	54	17	1	16	610	3	105	70	612				105	71
