kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BANDAR BARU SERI MANJUNG	295	227	32	30	6	4	2	231		32	32	228				32	35
2	FASA 1A SERI MANJUNG	406	368	13	19	6	5	1	371	2	13	20	368		1		13	24
3	FASA 1B SERI MANJUNG	309	241	25	39	4	4		244	1	25	39	241				25	43
4	FASA 1C SERI MANJUNG	119	57	45	12	5	3	2	60		45	14	57				45	17
5	FASA 1E SERI MANJUNG	936	839	27	54	16	10	6	847	2	27	60	839	2	1		27	67
6	FASA 2A SERI MANJUNG	417	390	6	15	6	4	2	393	1	6	17	390	1			6	20
7	FASA 2B SERI MANJUNG	120	111		5	4	3	1	113	1		6	111		1			8
8	FASA 2C SERI MANJUNG	580	567	1	8	4	1	3	567	1	1	11	567				1	12
9	BOMBA MANJUNG	4	3		1	0			3			1	3					1
10	KUARTERS POLIS IPD MANJUNG	126	121	4	1	0			120	1	4	1	121				4	1
11	RUMAH IMIGRESEN	16	16			0			16				16					
12	I.K.M LUMUT	16	15	1		0			15		1		15				1	
13	TAMAN SRI MANJONG	469	429	15	23	2	1	1	429	1	15	24	430				15	24
14	I.T.M	17	12	1	4	0			12		1	4	12				1	4
702	IPD MANJUNG	364	305	7	31	21	19	2	306	18	7	33	307	5		2	7	43
801	PENGUNDI TIDAK HADIR	2	2			0			2				2					
