kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	MUARA TUANG RD	472	31	388		53	53		33	51	388		31	37	15	1	388	
2	KG STAKAN	407	339	26		42	42		342	39	26		339	26	15	1	26	
3	JLN DATUK MOHD MUSA	1175	185	738		252	247	5	205	227	738	5	185	155	83	9	738	5
404	3 SKN JUTRA	338	207	2		129	123	6	200	130	2	6	207	75	45	3	2	6
405	3 KOMP KPTD	232	168			64	56	8	157	66		9	168	33	22			9
406	C BTI 3 RAD (KEM PEN LAMA)	157	83	1		73	72	1	81	74	1	1	83	51	21		1	1
407	3 WKSP JLT (KEM PENRISSEN LAMA)	209	139	3		67	67		131	75	3		139	32	34	1	3	
409	KEM 3 BGD	420	211	6		203	200	3	204	207	6	3	211	106	91	3	6	3
410	SKN SEM 3 BGD (PEN KUCHING)	303	187	6		110	106	4	162	131	6	4	187	63	39	4	6	4
413	71 BN KP	192	135	2		55	52	3	130	57	2	3	135	31	21		2	3
414	RSAT KUCHING	12	4	1		7	7		4	7	1		4	5	2		1	
415	MARKAS STESEN STAF KUCHING	155	81			74	72	2	79	74		2	81	40	30	2		2
418	4 ARMOR	1099	698	9		392	385	7	713	370	9	7	698	230	151	4	9	7
441	3 BGD (RAW) P KUMP SASARAN	46	16			30	30		14	32			16	10	18	2		
446	1 REJ SEM DI RAJA	489	269	6		214	210	4	284	195	6	4	269	126	83	1	6	4
447	1 REJ KPT KEM PENRISSEN	92	52			40	40		50	42			52	23	16	1		
448	KOM BEKAL 71 BTN KP KEM PEN LAMA	7	4			3	3		5	2			4	2	1			
459	10 RRD	768	319	5		444	430	14	329	420	5	14	319	265	154	11	5	14
460	71 KUMP ORDNANS KEM SAMARAHAN	192	121			71	69	2	128	62		2	121	34	35			2
461	KEM 1 DIV KEM SAMARAHAN	601	269	8		324	320	4	297	292	8	4	269	189	128	3	8	4
462	41 INSPEKTORAT PELURU ORDNANS DIRAJA KEM SAMARAHAN	19	13			6	6		15	4			13	3	3			
463	1 BN UBAT KCH/11 KPN PERUBATAN	289	151	5		133	132	1	171	112	5	1	151	86	43	3	5	1
464	MARKAS PEMERINTAHAN WILAYAH TIMUR	130	80			50	47	3	87	40		3	80	23	24			3
701	POLIS	4	1			3	2	1	1	2		1	1	2				1
