kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	TMN MEDAN PEJASA	239	120	57	57	5	3	2	120	3	57	59	120	1			57	61
2	JLN JASA 13A	45	29	9	6	1		1	29		9	7	29				9	7
3	JLN JASA 13B	43	25	15	3	0			25		15	3	25				15	3
4	JLN JASA 14	24	4	17	3	0			4		17	3	4				17	3
5	JLN JASA 15	77	6	35	36	0			6		35	36	6				35	36
6	JLN JASA 17	49	1	30	15	3		3	1		30	18	1				30	18
7	JLN JASA 24/A	30	16	3	11	0			16		3	11	16				3	11
8	JLN JASA 24B	29	7	10	12	0			7		10	12	7				10	12
9	JLN JASA 25	61	49	3	8	1	1		49	1	3	8	49				3	9
10	JLN JASA 26	28	17	4	7	0			17		4	7	17				4	7
11	JLN JASA 27	98	65	9	24	0			65		9	24	65				9	24
12	JLN JASA 28	41	23	9	7	2		2	23		9	9	23				9	9
13	TMN MAJU JAYA	86	73	5	5	3	1	2	74		5	7	74				5	7
14	JLN M/J 6	95	92		1	2	2		94			1	92					3
15	JLN M/J 9	3	2		1	0			2			1	2					1
16	JLN M/J 12	37	27	10		0			27		10		27				10	
17	TMN SRI MANJA	1431	822	289	283	37	19	18	832	9	289	301	822		3	1	289	316
18	JLN SM 1	66	16	44	6	0			16		44	6	16				44	6
19	JLN SM 2A	26	3	15	8	0			3		15	8	3				15	8
20	JLN SM 3	16	2	12	2	0			2		12	2	2				12	2
21	JLN SM 3A	25	1	14	10	0			1		14	10	1				14	10
22	JLN SM 3B	38	1	31	2	4		4	1		31	6	1				31	6
23	JLN SM 6A	53		52	1	0					52	1					52	1
24	JLN SM 6B	23	7	6	10	0			7		6	10	7				6	10
25	JLN SM 7	42	5	28	9	0			5		28	9	5				28	9
26	JLN SM 11	8	1	7		0			1		7		1				7	
27	JLN SM 12	9	3	6		0			3		6		3				6	
28	SRI MANJA COURT	319	22	243	48	6	4	2	24	2	243	50	22				243	54
29	R/PANGSA TMN SRI MANJA	196	128	7	59	2		2	128		7	61	128				7	61
30	PEJASA 16	15	8	3	4	0			8		3	4	8				3	4
801	PENGUNDI TIDAK HADIR	2	1		1	0			1			1	1					1
