kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	RH. KAYAN	98		2		96	96		1	95	2			95		1	2	
2	RH ENDIT NANGA BATANG	94		2		92	92			92	2			91		1	2	
3	RH MOSES, LBK KERUKOH	110				110	110		1	109				108	2			
4	RH GAYAN, DASSEY	92				92	92			92				90	1	1		
5	RH FERDERICK	35				35	35			35				33	2			
6	RH SANG, ULU GERENJANG	35				35	35		2	33				35				
7	RH. JAWI AWAS	135		1		134	134		2	132	1			134			1	
8	RH JAMIL, NG PUAK	19				19	19			19				19				
9	RH UJANG BING	58		1		57	57			57	1			57			1	
10	RH JANTOM, NG MARAS	31				31	31			31				31				
11	RH PANTAN ULU SENULAU	52				52	52		1	51				51		1		
12	RH JUNGAN, NG LUONG	10				10	10			10				10				
13	RH SUBING ULU KRIAN	63				63	63		1	62				63				
14	RH JABU, NG SENULAU	39		3		36	36		1	35	3			36			3	
15	RH ENDAWIE NG GERENJANG	40				40	40			40				40				
16	RH LEMAIE ENGKALA	49				49	49			49				49				
17	RH UDING ULU BUDU	70				70	70			70				70				
18	RH PHILIP NG KAU BUDU	29				29	29			29				29				
19	NG BUDU SCHOOL	19				19	19			19				18	1			
20	RH ALI, KGN TINGGI	24		1		23	23			23	1			23			1	
21	RH BELANG, ENSAWA LBK ENSURAI	56	1	2		53	53		2	52	2		1	52	1		2	
22	RH BUNYIH TG BANGKIT BUDU	67		1		66	66		2	64	1			65	1		1	
23	RH CHANDI NG BUDU	90		3		87	87			87	3			87			3	
24	RH JANGAN NG GONG SENULAU	41		1		40	40			40	1			40			1	
25	RH JUPITER SG BANSU	34				34	34			34				34				
26	RH ANCHARANG NG ALUM ULU GERENJANG	44				44	44			44				44				
27	RH NYUEOK, NG MARAS	44				44	44			44				43	1			
28	RH TAMBI, SG ISU	23				23	23			23				23				
29	RH BANSANG, SG LANGGIR	26				26	26			26				26				
30	RH MAJA SG BUNUT	35				35	35			35				34	1			
31	RH JAGA TEMBAWAI EMPERAN	19		1		18	18			18	1			18			1	
32	RH LEGA NG ENTAIH	16				16	16			16				16				
