kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JALAN KUALA KALI	425	2	398	25	0			2		398	25	2				398	25
2	JALAN LOKE YEW	5		4	1	0					4	1					4	1
3	JALAN PASAR	20		19	1	0					19	1					19	1
4	JALAN SETESEN	197		182	15	0					182	15					182	15
5	RUMAH2 PEKERJA L/BANDARAN	10	4		6	0			4			6	4					6
6	QRTS POLIS RASA	13	9		3	1		1	9			4	9					4
7	JALAN BESAR RASA	33	18	12	3	0			18		12	3	18				12	3
8	PEKAN RASA	93	53	21	19	0			53		21	19	53				21	19
9	TAMAN RASA JAYA	487	115	210	157	5	2	3	114	3	210	160	115				210	162
10	PUSAT KESIHATAN KECIL	9	3	3	3	0			3		3	3	3				3	3
11	JLN DAHLIA	3	1	2		0			1		2		1				2	
12	JLN MELATI	17	2	1	14	0			2		1	14	2				1	14
701	BALAI POLIS RASA	15	12	1	2	0			12		1	2	12				1	2
