kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN DATO' HUSSEIN ONN	517	265	198	53	1		1	264	1	198	54	265				198	54
2	TAMAN BARU	386	293	8	82	3		3	293		8	85	293				8	85
3	KUARTERS HOSPITAL SBG JAYA	69	48	3	18	0			48		3	18	48				3	18
4	TMN KELASAH	9	5	4		0			5		4		5				4	
5	KELISA EMAS	265	121	100	40	4	2	2	123		100	42	121				100	44
6	KG SURAU	129	101	18	10	0			101		18	10	101				18	10
7	PINTAS TERUBUK 4	112	50	29	33	0			50		29	33	50				29	33
8	PINTAS TERUBUK 5	51	29	7	15	0			29		7	15	29				7	15
9	PINTAS TERUBUK 1	99	41	29	29	0			41		29	29	41				29	29
10	PINTAS TERUBUK 2	98	53	21	21	3	1	2	53	1	21	23	53			1	21	23
11	PINTAS TERUBUK 3	96	46	18	32	0			46		18	32	46				18	32
12	TAMAN TUN HUSSEIN	287	65	138	83	1		1	64	1	138	84	65				138	84
13	JALAN TERUBUK 1	4	4			0			4				4					
14	SOLOK TERUBUK	43	24	2	16	1	1		25		2	16	24	1			2	16
15	JALAN TERUBUK	198	93	13	92	0			93		13	92	93				13	92
16	PINTAS TERUBUK	7	3	1	3	0			3		1	3	3				1	3
17	JALAN JENAHAK	562	85	351	117	9	2	7	87		351	124	85				351	126
18	TMN SUTERA	558	318	153	80	7	3	4	318	3	153	84	319				153	86
19	LRG JENAHAK	35	14	13	6	2		2	14		13	8	14				13	8
20	SLK TERUBUK 4	2	2			0			2				2					
21	PINTAS TERUBUK 6	17	4		13	0			4			13	4					13
22	LRG TERUBUK 1	2			2	0						2						2
23	TAMAN SUTERA PRIMA	154	103	30	18	3	2	1	105		30	19	103				30	21
24	TAMAN DESA SUTERA	14	14			0			14				14					
801	PENGUNDI TIDAK HADIR	1		1		0					1						1	
