kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	CRICHTON ROAD	7	6		1	0			6			1	6					1
2	DISTRICT HOSPITAL	70	54	2	14	0			54		2	14	54				2	14
3	GOVT DENTAL CLINIC	9	5	4		0			5		4		5				4	
4	JALAN HOGAN	12	6	5	1	0			6		5	1	6				5	1
5	JALAN IDRIS	238	112	62	64	0			112		62	64	112				62	64
6	JALAN KANGSAR	453	16	406	31	0			16		406	31	16				406	31
7	MALAY COLLEGE	43	25	7	11	0			25		7	11	25				7	11
8	MESJID RIDZUANIAH	6	2	1	3	0			2		1	3	2				1	3
9	POLICE COMPOUND	77	74	1	2	0			74		1	2	74				1	2
10	STATION ROAD	37	12	19	6	0			12		19	6	12				19	6
11	TAIPING ROAD	155	64	63	27	1		1	64		63	28	64				63	28
12	JLN PATANI/JLN DAENG SEDILI	159	51	94	14	0			50	1	94	14	51				94	14
13	CLIFFORD SCHOOL CANTEEN	5	3		2	0			3			2	3					2
14	JALAN TUN ABDUL RAZAK	34	16	13	5	0			16		13	5	16				13	5
15	JLN RAJA CHULAN	46	5	34	7	0			5		34	7	5				34	7
16	RAILWAY QUARTERS	20	9	1	10	0			9		1	10	9				1	10
17	RAILWAY STATION	11	1	10		0			1		10		1				10	
18	WOMENS HOSPITAL	16	10	2	4	0			10		2	4	10				2	4
19	GHEE SENG RUBBER FACTORY	5	1		4	0			1			4	1					4
20	TMN MELOR	23	2	21		0			2		21		2				21	
21	BANDAR BARU FASA 3	27	5	22		0			5		22		5				22	
22	TMN RAJA NGAH ALI	6	6			0			6				6					
23	TAMAN SAN SENG	3		3		0					3						3	
24	JALAN BENDAHARA	18	16		2	0			16			2	16					2
25	TAMAN MAWAR	3	1	2		0			1		2		1				2	
26	TMN VILLA GHARA	12	10	1	1	0			10		1	1	10				1	1
27	JALAN CHULAN	26	1	25		0			1		25		1				25	
28	TICKEL ROAD/JLN JERAGAN ABDUL SHUKUR	15	1	11	3	0			1		11	3	1				11	3
29	POLICE COMPOUND	5	5			0			5				5					
30	TMN UNDERWOOD	7	4		3	0			4			3	4					3
702	IPD KUALA KANGSAR	357	326	4	14	13	11	2	325	12	4	16	326	3	1		4	23
