kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	BAGAN TAMBANG MK 7(2)	25	22	3		0			22		3		22				3	
2	TELOK AYER TAWAR MK 7(2)	261	87	151	23	0			86	1	151	23	87				151	23
3	TAMAN YU LEE	7	1	6		0			1		6		1				6	
4	JALAN LAKSAMANA	97	10	78	9	0			10		78	9	10				78	9
5	JALAN TENGKU PUTRA MK 7	20	15	2	3	0			15		2	3	15				2	3
6	LORONG LAKSAMANA 1	64	28	21	13	2		2	28		21	15	28				21	15
7	TINGKAT LAKSAMANA 2	55	30	19	6	0			30		19	6	30				19	6
8	TINGKAT LAKSAMANA 4	56	20	29	6	1		1	20		29	7	20				29	7
9	LORONG LAKSAMANA 5	17	8	8	1	0			8		8	1	8				8	1
10	TINGKAT LAKSAMANA	4	1	1	1	1		1	1		1	2	1				1	2
11	TINGKAT LAKSAMANA 6	36	10	22	3	1	1		10	1	22	3	10	1			22	3
12	ROBINA PARK	186	88	88	9	1		1	88		88	10	88				88	10
13	LORONG LAKSAMANA 3	36	17	16		3		3	17		16	3	17				16	3
14	LORONG LAKSAMANA 11	8		4	4	0					4	4					4	4
15	TINGKAT PERWIRA 2	58	15	37	6	0			15		37	6	15				37	6
16	LORONG PERWIRA	39	29	9	1	0			29		9	1	29				9	1
17	JALAN AMAN	61	14	44	3	0			14		44	3	14				44	3
18	TAMAN TELOK MOLEK	119	55	28	32	4		4	55		28	36	55				28	36
19	TINGKAT LAKSAMANA 8	19	2	12	5	0			2		12	5	2				12	5
20	TAMAN WIRA	70	62	7		1	1		62	1	7		62				7	1
21	TKT PERWIRA 1	56	56			0			56				56					
22	TKT AMAN 2	11	10	1		0			10		1		10				1	
23	JLN PERWIRA	73	69	4		0			69		4		69				4	
24	KOMPLEKS INSTITUSI PENDIDIKAN TLK AYER TAWAR	9	9			0			9				9					
25	TAMAN BAYU AMAN	41	6	24	11	0			6		24	11	6				24	11
801	PENGUNDI TIDAK HADIR	1	1			0			1				1					
