kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	JLN HOSPITAL	71	31	32	8	0			31		32	8	31				32	8
2	5 AVENUE	3		1	2	0					1	2					1	2
3	HOUSEMAN QUARTERS	2	2			0			2				2					
4	OLD HOSPITAL QRS	27	9	3	15	0			9		3	15	9				3	15
5	NURSES HOSTEL	33	14	14	5	0			13	1	14	5	14				14	5
6	BAEZA AVENUE	34	6	2	26	0			6		2	26	6				2	26
7	JLN HOSPITAL	108	52	44	12	0			52		44	12	52				44	12
8	1ST STREET ASHBY ROAD	32	7	15	9	1		1	7		15	10	7				15	10
9	2ND AVENUE	8	2	2	4	0			2		2	4	2				2	4
10	3RD AVENUE	16	10	3	3	0			10		3	3	10				3	3
11	4TH AVENUE	21	16	3	2	0			15	1	3	2	16				3	2
12	5TH AVENUE	12	3	7	2	0			3		7	2	3				7	2
13	BEAZA AVENUE	38	11	1	26	0			11		1	26	11				1	26
14	BATAI AVENUE	8	7		1	0			7			1	7					1
15	JALAN ABDUL AZIZ	3	1		1	1		1	1			2	1					2
16	JALAN ABDUL JALIL	49	11	25	12	1		1	11		25	13	11				25	13
17	JALAN ABDUL WAHAB	12	3	2	7	0			3		2	7	3				2	7
18	JALAN ABIDIN	7	4		3	0			4			3	4					3
19	JALAN A BAKAR	1		1		0					1						1	
20	JALAN BADAK	6	6			0			6				6					
21	JALAN BRUANG	18	13		5	0			13			5	13					5
22	JALAN CHIN CHOON SAM	7	1	6		0			1		6		1				6	
23	JALAN GAJAH	23	16	2	5	0			16		2	5	16				2	5
24	JALAN ISKANDAR	8	2	1	4	1		1	2		1	5	2				1	5
25	JALAN KANCHIL	7	7			0			7				7					
26	JALAN KIJANG	8	6		2	0			6			2	6					2
27	JALAN MANSUR	14	13	1		0			13		1		13				1	
28	JALAN NAPOH	8	6		2	0			6			2	6					2
29	JALAN PADANG	4	2	1	1	0			2		1	1	2				1	1
30	JALAN PELANDOK	20	14	4	2	0			13	1	4	2	14				4	2
31	JALAN RUSA	4	2	1	1	0			2		1	1	2				1	1
32	JALAN SIR CHULAN	16	7	1	8	0			6	1	1	8	7				1	8
33	JALAN YUSOF	4	4			0			4				4					
34	LORONG ABD RASHID	1			1	0						1						1
35	LORONG SYED TAUPHY	4	2	1		1		1	2		1	1	2				1	1
36	POLICE COMPOUND	34	32		2	0			32			2	32					2
37	ABDUL JALIL DRIVE	4		4		0					4						4	
38	JLN. IDRIS	11	1	8	2	0			1		8	2	1				8	2
39	RUMAH PANGSA	671	418	168	82	3	2	1	418	2	168	83	418	1			168	84
40	JALAN WAN MOHD SALLEH	23	2	19	2	0			2		19	2	2				19	2
41	JALAN DATO SERI AHMAD SAID	10	3	3	4	0			3		3	4	3				3	4
42	TMN GALERI SUKMA	15	7	7	1	0			7		7	1	7				7	1
43	GREENTOWN BUSINESS CENTER	6	3	1	1	1		1	3		1	2	3				1	2
400	SKN SEM 2 BDE	128	105		7	16	12	4	108	9		11	105	4	3			16
401	MARKAS STESEN STAF IPOH	93	85		1	7	7		87	5		1	85	3	1			4
701	BALAI POLIS SG. SENAM	82	73	3	5	1		1	73		3	6	73				3	6
